"","country","iso3c","WHO_region","income_g","year","doses","pop_name","vacc_scenario"
"210289","Fiji","FJI","WPRO","Upper middle income",2049,7243.16972966025,"PW","C"
"210290","France","FRA","EURO","High income",2049,448793.025993745,"PW","C"
"210291","Micronesia, Federated States of","FSM","WPRO","Lower middle income",2049,190.178610102347,"PW","C"
"210292","Gabon","GAB","AFRO","Upper middle income",2049,42047.5523353378,"PW","C"
"210293","United Kingdom","GBR","EURO","High income",2049,592112.013784868,"PW","C"
"210294","Georgia","GEO","EURO","Upper middle income",2049,12248.8498165249,"PW","C"
"210295","Ghana","GHA","AFRO","Lower middle income",2049,326917.43921133,"PW","C"
"210296","Guinea","GIN","AFRO","Lower middle income",2049,80998.0940798413,"PW","C"
"210297","Gambia","GMB","AFRO","Low income",2049,24930.3576220693,"PW","C"
"210298","Guinea-Bissau","GNB","AFRO","Low income",2049,10240.9797547261,"PW","C"
"210299","Equatorial Guinea","GNQ","AFRO","Upper middle income",2049,33556.1446588076,"PW","C"
"210300","Greece","GRC","EURO","High income",2049,55399.0809111644,"PW","C"
"210301","Grenada","GRD","AMRO","Upper middle income",2049,123.66280009162,"PW","C"
"210302","Guatemala","GTM","AMRO","Upper middle income",2049,123351.845482534,"PW","C"
"210303","Guyana","GUY","AMRO","High income",2049,6250.19965909887,"PW","C"
"210304","Honduras","HND","AMRO","Lower middle income",2049,179548.536565781,"PW","C"
"210305","Croatia","HRV","EURO","High income",2049,11946.8745362955,"PW","C"
"210306","Haiti","HTI","AMRO","Lower middle income",2049,74207.000089455,"PW","C"
"210307","Hungary","HUN","EURO","High income",2049,10131.5827810509,"PW","C"
"210308","Indonesia","IDN","SEARO","Upper middle income",2049,1996043.4159742,"PW","C"
"210309","India","IND","SEARO","Lower middle income",2049,2982997.66020855,"PW","C"
"210310","Ireland","IRL","EURO","High income",2049,47925.9925650408,"PW","C"
"210311","Iran, Islamic Republic of","IRN","EMRO","Lower middle income",2049,799024.489170021,"PW","C"
"210312","Iraq","IRQ","EMRO","Upper middle income",2049,189584.732099708,"PW","C"
"210313","Iceland","ISL","EURO","High income",2049,3004.81290182124,"PW","C"
"210314","Israel","ISR","EURO","High income",2049,147881.793916909,"PW","C"
"210315","Italy","ITA","EURO","High income",2049,47510.7510000854,"PW","C"
"210316","Jamaica","JAM","AMRO","Upper middle income",2049,4343.12830996951,"PW","C"
"210317","Jordan","JOR","EMRO","Lower middle income",2049,24410.4394203322,"PW","C"
"210318","Japan","JPN","WPRO","High income",2049,333825.644327499,"PW","C"
"210319","Kazakhstan","KAZ","EURO","Upper middle income",2049,239685.261434998,"PW","C"
"210320","Kenya","KEN","AFRO","Lower middle income",2049,561622.72955409,"PW","C"
"210321","Kyrgyzstan","KGZ","EURO","Lower middle income",2049,45054.3728114939,"PW","C"
"210322","Cambodia","KHM","WPRO","Lower middle income",2049,105481.364727582,"PW","C"
"210323","Kiribati","KIR","WPRO","Lower middle income",2049,1111.44112408617,"PW","C"
"210324","Saint Kitts and Nevis","KNA","AMRO","High income",2049,73.601766427942,"PW","C"
"210325","Korea, Republic of","KOR","WPRO","High income",2049,177476.679912653,"PW","C"
"210326","Kuwait","KWT","EMRO","High income",2049,28979.2923575371,"PW","C"
"210327","Lao People's Democratic Republic","LAO","WPRO","Lower middle income",2049,24459.1097699621,"PW","C"
"210328","Lebanon","LBN","EMRO","Lower middle income",2049,30902.4963248542,"PW","C"
"210329","Liberia","LBR","AFRO","Low income",2049,27500.1492512989,"PW","C"
"210330","Libya","LBY","EMRO","Upper middle income",2049,113046.864353253,"PW","C"
"210331","Saint Lucia","LCA","AMRO","Upper middle income",2049,1111.65604438576,"PW","C"
"210332","Sri Lanka","LKA","SEARO","Lower middle income",2049,87377.3624773702,"PW","C"
"210333","Lesotho","LSO","AFRO","Lower middle income",2049,8134.92719144498,"PW","C"
"210334","Lithuania","LTU","EURO","High income",2049,2399.06700825397,"PW","C"
"210335","Luxembourg","LUX","EURO","High income",2049,719.420636100421,"PW","C"
"210336","Latvia","LVA","EURO","High income",2049,7977.1146247314,"PW","C"
"210337","Morocco","MAR","EMRO","Lower middle income",2049,219838.234594696,"PW","C"
"210338","Monaco","MCO","EURO","High income",2049,42.5245499272114,"PW","C"
"210339","Moldova, Republic of","MDA","EURO","Upper middle income",2049,15390.2218481855,"PW","C"
"210340","Madagascar","MDG","AFRO","Low income",2049,361627.755262427,"PW","C"
"210341","Maldives","MDV","SEARO","Upper middle income",2049,2685.6925895425,"PW","C"
"210342","Mexico","MEX","AMRO","Upper middle income",2049,1406528.40061742,"PW","C"
"210343","Marshall Islands","MHL","WPRO","Upper middle income",2049,232.574130262829,"PW","C"
"210344","Macedonia, the former Yugoslav Republic of","MKD","EURO","Upper middle income",2049,1285.67057958006,"PW","C"
"210345","Mali","MLI","AFRO","Low income",2049,368205.39207151,"PW","C"
"210346","Malta","MLT","EURO","High income",2049,2712.6432114603,"PW","C"
"210347","Myanmar","MMR","SEARO","Lower middle income",2049,90534.1890370107,"PW","C"
"210348","Montenegro","MNE","EURO","Upper middle income",2049,522.541426581461,"PW","C"
"210349","Mongolia","MNG","WPRO","Lower middle income",2049,32394.5851803025,"PW","C"
"210350","Mozambique","MOZ","AFRO","Low income",2049,460646.833410164,"PW","C"
"210351","Mauritania","MRT","AFRO","Lower middle income",2049,72942.5688391039,"PW","C"
"210352","Mauritius","MUS","AFRO","Upper middle income",2049,3967.20882477949,"PW","C"
"210353","Malawi","MWI","AFRO","Low income",2049,114434.32105127,"PW","C"
"210354","Malaysia","MYS","WPRO","Upper middle income",2049,51972.610436899,"PW","C"
"210355","Namibia","NAM","AFRO","Upper middle income",2049,45539.3915443709,"PW","C"
"210356","Niger","NER","AFRO","Low income",2049,400258.633735988,"PW","C"
"210357","Nigeria","NGA","AFRO","Lower middle income",2049,2525430.61040668,"PW","C"
"210358","Nicaragua","NIC","AMRO","Lower middle income",2049,40697.9376759804,"PW","C"
"210359","Netherlands","NLD","EURO","High income",2049,73789.8945161634,"PW","C"
"210360","Norway","NOR","EURO","High income",2049,23838.5482087949,"PW","C"
"210361","Nepal","NPL","SEARO","Lower middle income",2049,68338.3514633049,"PW","C"
"210362","Nauru","NRU","WPRO","High income",2049,143.87953636016,"PW","C"
"210363","New Zealand","NZL","WPRO","High income",2049,39647.9894534434,"PW","C"
"210364","Oman","OMN","EMRO","High income",2049,98718.3968211178,"PW","C"
"210365","Pakistan","PAK","EMRO","Lower middle income",2049,1173873.52648314,"PW","C"
"210366","Panama","PAN","AMRO","High income",2049,54080.2250319735,"PW","C"
"210367","Peru","PER","AMRO","Upper middle income",2049,302401.737392103,"PW","C"
"210368","Philippines","PHL","WPRO","Lower middle income",2049,544057.157600765,"PW","C"
"210369","Palau","PLW","WPRO","High income",2049,16.1533800861767,"PW","C"
"210370","Papua New Guinea","PNG","SEARO","Lower middle income",2049,41592.8815168928,"PW","C"
"210371","Poland","POL","EURO","High income",2049,42762.6674068084,"PW","C"
"210372","Democratic Peoples Republic of Korea","PRK","SEARO","Low income",2049,38191.5941734291,"PW","C"
"210373","Portugal","PRT","EURO","High income",2049,67091.8265979124,"PW","C"
"210374","Paraguay","PRY","AMRO","Upper middle income",2049,60110.8254541781,"PW","C"
"210375","Qatar","QAT","EMRO","High income",2049,13575.9301905076,"PW","C"
"210376","Romania","ROU","EURO","High income",2049,23436.0249571647,"PW","C"
"210377","Russian Federation","RUS","EURO","Upper middle income",2049,1127488.7960377,"PW","C"
"210378","Rwanda","RWA","AFRO","Low income",2049,136015.297396899,"PW","C"
"210379","Saudi Arabia","SAU","EMRO","High income",2049,399650.914886548,"PW","C"
"210380","Sudan","SDN","EMRO","Low income",2049,280946.045593088,"PW","C"
"210381","Senegal","SEN","AFRO","Lower middle income",2049,203445.329420758,"PW","C"
"210382","Singapore","SGP","WPRO","High income",2049,14268.5946847456,"PW","C"
"210383","Solomon Islands","SLB","WPRO","Lower middle income",2049,8200.64889277533,"PW","C"
"210384","Sierra Leone","SLE","AFRO","Low income",2049,79696.3793675238,"PW","C"
"210385","El Salvador","SLV","AMRO","Upper middle income",2049,58442.0425865684,"PW","C"
"210386","San Marino","SMR","EURO","High income",2049,139.963867281312,"PW","C"
"210387","Somalia","SOM","EMRO","Low income",2049,0,"PW","C"
"210388","Serbia","SRB","EURO","Upper middle income",2049,24024.7803929417,"PW","C"
"210389","South Sudan","SSD","AFRO","Low income",2049,0,"PW","C"
"210390","Sao Tome And Principe","STP","AFRO","Lower middle income",2049,2398.8772617886,"PW","C"
"210391","Suriname","SUR","AMRO","Upper middle income",2049,1208.08280339784,"PW","C"
"210392","Slovakia","SVK","EURO","High income",2049,4456.93613014204,"PW","C"
"210393","Slovenia","SVN","EURO","High income",2049,1962.96547249112,"PW","C"
"210394","Sweden","SWE","EURO","High income",2049,47730.6325888697,"PW","C"
"210395","Eswatini","SWZ","AFRO","Lower middle income",2049,7892.25048384556,"PW","C"
"210396","Seychelles","SYC","AFRO","High income",2049,687.655938582752,"PW","C"
"210397","Syrian Arab Republic","SYR","EMRO","Low income",2049,165245.42685313,"PW","C"
"210398","Chad","TCD","AFRO","Low income",2049,0,"PW","C"
"210399","Togo","TGO","AFRO","Low income",2049,109282.985603359,"PW","C"
"210400","Thailand","THA","SEARO","Upper middle income",2049,221674.113777132,"PW","C"
"210401","Tajikistan","TJK","EURO","Lower middle income",2049,92780.3278416162,"PW","C"
"210402","Turkmenistan","TKM","EURO","Upper middle income",2049,36961.8152258974,"PW","C"
"210403","Timor-Leste","TLS","SEARO","Lower middle income",2049,8976.72613599165,"PW","C"
"210404","Tonga","TON","WPRO","Upper middle income",2049,998.781455677306,"PW","C"
"210405","Trinidad and Tobago","TTO","AMRO","High income",2049,9637.00961773718,"PW","C"
"210406","Tunisia","TUN","EMRO","Lower middle income",2049,20496.3051307172,"PW","C"
"210407","Turkey","TUR","EURO","Upper middle income",2049,85744.7151814714,"PW","C"
"210408","Tuvalu","TUV","WPRO","Upper middle income",2049,95.1449754347867,"PW","C"
"210409","Tanzania, United Republic of","TZA","AFRO","Lower middle income",2049,1052456.91322917,"PW","C"
"210410","Uganda","UGA","AFRO","Low income",2049,545571.908068813,"PW","C"
"210411","Ukraine","UKR","EURO","Lower middle income",2049,19117.1964938679,"PW","C"
"210412","Uruguay","URY","AMRO","High income",2049,17109.0928903395,"PW","C"
"210413","United States of America","USA","AMRO","High income",2049,3078169.9941185,"PW","C"
"210414","Uzbekistan","UZB","EURO","Lower middle income",2049,150876.085218164,"PW","C"
"210415","Saint Vincent and the Grenadines","VCT","AMRO","Upper middle income",2049,485.344883418064,"PW","C"
"210416","Venezuela","VEN","AMRO","Upper middle income",2049,191437.952086901,"PW","C"
"210417","Viet Nam","VNM","WPRO","Lower middle income",2049,373673.194560308,"PW","C"
"210418","Vanuatu","VUT","WPRO","Lower middle income",2049,3672.69571778086,"PW","C"
"210419","Samoa","WSM","WPRO","Lower middle income",2049,1927.90399151093,"PW","C"
"210420","Yemen","YEM","EMRO","Low income",2049,229038.572715041,"PW","C"
"210421","South Africa","ZAF","AFRO","Upper middle income",2049,578927.776268484,"PW","C"
"210422","Zambia","ZMB","AFRO","Lower middle income",2049,283801.802482066,"PW","C"
"210423","Zimbabwe","ZWE","AFRO","Lower middle income",2049,89643.5646066428,"PW","C"
"210424","Afghanistan","AFG","EMRO","Low income",2050,562509.166008404,"PW","C"
"210425","Angola","AGO","AFRO","Lower middle income",2050,632676.371186394,"PW","C"
"210426","Albania","ALB","EURO","Upper middle income",2050,3401.18964632197,"PW","C"
"210427","Andorra","AND","EURO","High income",2050,46.2898986076094,"PW","C"
"210428","United Arab Emirates","ARE","EMRO","High income",2050,37468.302036028,"PW","C"
"210429","Argentina","ARG","AMRO","Upper middle income",2050,368754.944768509,"PW","C"
"210430","Armenia","ARM","EURO","Upper middle income",2050,3426.93911134244,"PW","C"
"210431","Antigua And Barbuda","ATG","AMRO","High income",2050,377.823757989865,"PW","C"
"210432","Australia","AUS","WPRO","High income",2050,163515.613251646,"PW","C"
"210433","Austria","AUT","EURO","High income",2050,21576.581633557,"PW","C"
"210434","Azerbaijan","AZE","EURO","Upper middle income",2050,17729.1430317443,"PW","C"
"210435","Burundi","BDI","AFRO","Low income",2050,169069.313080271,"PW","C"
"210436","Belgium","BEL","EURO","High income",2050,84427.8324691613,"PW","C"
"210437","Benin","BEN","AFRO","Lower middle income",2050,188417.234765669,"PW","C"
"210438","Burkina Faso","BFA","AFRO","Low income",2050,239073.559438126,"PW","C"
"210439","Bangladesh","BGD","SEARO","Lower middle income",2050,904505.502458779,"PW","C"
"210440","Bulgaria","BGR","EURO","Upper middle income",2050,26521.8794245591,"PW","C"
"210441","Bahrain","BHR","EMRO","High income",2050,4813.88945122904,"PW","C"
"210442","Bahamas","BHS","AMRO","High income",2050,734.981157170483,"PW","C"
"210443","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2050,9219.88774800314,"PW","C"
"210444","Belarus","BLR","EURO","Upper middle income",2050,47559.3419538591,"PW","C"
"210445","Belize","BLZ","AMRO","Upper middle income",2050,3690.81800772701,"PW","C"
"210446","Bolivia","BOL","AMRO","Lower middle income",2050,204026.554555459,"PW","C"
"210447","Brazil","BRA","AMRO","Upper middle income",2050,1605489.69723843,"PW","C"
"210448","Barbados","BRB","AMRO","High income",2050,1140.66384418412,"PW","C"
"210449","Brunei Darussalam","BRN","WPRO","High income",2050,5050.03685707512,"PW","C"
"210450","Bhutan","BTN","SEARO","Lower middle income",2050,6245.84603056583,"PW","C"
"210451","Botswana","BWA","AFRO","Upper middle income",2050,28432.9331156483,"PW","C"
"210452","Central African Republic","CAF","AFRO","Low income",2050,90716.1711021707,"PW","C"
"210453","Canada","CAN","AMRO","High income",2050,261636.143081929,"PW","C"
"210454","Switzerland","CHE","EURO","High income",2050,16900.8799517906,"PW","C"
"210455","Chile","CHL","AMRO","High income",2050,116100.107857254,"PW","C"
"210456","China","CHN","WPRO","Upper middle income",2050,1904400.90467649,"PW","C"
"210457","Côte d'Ivoire","CIV","AFRO","Lower middle income",2050,477654.953139308,"PW","C"
"210458","Cameroon","CMR","AFRO","Lower middle income",2050,398600.205082556,"PW","C"
"210459","Democratic Republic of the Congo","COD","AFRO","Low income",2050,1883606.35239312,"PW","C"
"210460","Congo","COG","AFRO","Lower middle income",2050,85498.0321921762,"PW","C"
"210461","Cook Islands","COK","WPRO","High income",2050,51.0314073119469,"PW","C"
"210462","Colombia","COL","AMRO","Upper middle income",2050,438928.795811424,"PW","C"
"210463","Comoros","COM","AFRO","Lower middle income",2050,8906.49510573692,"PW","C"
"210464","Cape Verde","CPV","AFRO","Lower middle income",2050,1787.65831843041,"PW","C"
"210465","Costa Rica","CRI","AMRO","Upper middle income",2050,33051.6070654411,"PW","C"
"210466","Cuba","CUB","AMRO","Upper middle income",2050,54395.9940747461,"PW","C"
"210467","Cyprus","CYP","EURO","High income",2050,5684.73738524481,"PW","C"
"210468","Czech Republic","CZE","EURO","High income",2050,39882.0958994303,"PW","C"
"210469","Germany","DEU","EURO","High income",2050,293210.879649778,"PW","C"
"210470","Djibouti","DJI","EMRO","Lower middle income",2050,7613.19454076335,"PW","C"
"210471","Dominica","DMA","AMRO","Upper middle income",2050,287.789032914857,"PW","C"
"210472","Denmark","DNK","EURO","High income",2050,44403.1954260732,"PW","C"
"210473","Dominican Republic","DOM","AMRO","Upper middle income",2050,133139.500571786,"PW","C"
"210474","Algeria","DZA","AFRO","Lower middle income",2050,282126.044030051,"PW","C"
"210475","Ecuador","ECU","AMRO","Upper middle income",2050,183803.130070769,"PW","C"
"210476","Egypt","EGY","EMRO","Lower middle income",2050,1082155.99309235,"PW","C"
"210477","Eritrea","ERI","AFRO","Low income",2050,34508.7265961307,"PW","C"
"210478","Spain","ESP","EURO","High income",2050,257809.216427325,"PW","C"
"210479","Estonia","EST","EURO","High income",2050,2657.67737583237,"PW","C"
"210480","Ethiopia","ETH","AFRO","Low income",2050,1456262.84864925,"PW","C"
"210481","Finland","FIN","EURO","High income",2050,25183.7732823416,"PW","C"
"210482","Fiji","FJI","WPRO","Upper middle income",2050,7349.18153714731,"PW","C"
"210483","France","FRA","EURO","High income",2050,455351.829785919,"PW","C"
"210484","Micronesia, Federated States of","FSM","WPRO","Lower middle income",2050,193.653115959336,"PW","C"
"210485","Gabon","GAB","AFRO","Upper middle income",2050,43265.2778741625,"PW","C"
"210486","United Kingdom","GBR","EURO","High income",2050,588172.220848874,"PW","C"
"210487","Georgia","GEO","EURO","Upper middle income",2050,12391.0168611801,"PW","C"
"210488","Ghana","GHA","AFRO","Lower middle income",2050,334925.193704971,"PW","C"
"210489","Guinea","GIN","AFRO","Lower middle income",2050,166304.649565792,"PW","C"
"210490","Gambia","GMB","AFRO","Low income",2050,25487.8670520805,"PW","C"
"210491","Guinea-Bissau","GNB","AFRO","Low income",2050,21016.20330563,"PW","C"
"210492","Equatorial Guinea","GNQ","AFRO","Upper middle income",2050,34471.5805948554,"PW","C"
"210493","Greece","GRC","EURO","High income",2050,54463.9009682018,"PW","C"
"210494","Grenada","GRD","AMRO","Upper middle income",2050,124.877007104777,"PW","C"
"210495","Guatemala","GTM","AMRO","Upper middle income",2050,125702.235918886,"PW","C"
