"","country","iso3c","WHO_region","income_g","year","doses","pop_name","vacc_scenario"
"143518","Malaysia","MYS","WPRO","Upper middle income",2039,1054410.36717149,"18-64yo","B.1"
"143519","Tunisia","TUN","EMRO","Lower middle income",2039,8040.52668783289,"18-64yo","B.1"
"143520","Oman","OMN","EMRO","High income",2039,368131.420748305,"18-64yo","B.1"
"143521","Israel","ISR","EURO","High income",2039,32272.5217345057,"18-64yo","B.1"
"143522","Uruguay","URY","AMRO","High income",2039,28301.2292169451,"18-64yo","B.1"
"143523","Turkmenistan","TKM","EURO","Upper middle income",2039,22143.464257889,"18-64yo","B.1"
"143524","Bhutan","BTN","SEARO","Lower middle income",2039,96231.7788039793,"18-64yo","B.1"
"143525","Myanmar","MMR","SEARO","Lower middle income",2039,97186.0872625764,"18-64yo","B.1"
"143526","Hungary","HUN","EURO","High income",2039,180252.572160867,"18-64yo","B.1"
"143527","Belize","BLZ","AMRO","Upper middle income",2039,34843.9116406766,"18-64yo","B.1"
"143528","Switzerland","CHE","EURO","High income",2039,21142.2134659473,"18-64yo","B.1"
"143529","Lao People's Democratic Republic","LAO","WPRO","Lower middle income",2039,230526.693008363,"18-64yo","B.1"
"143530","Bahrain","BHR","EMRO","High income",2039,5672.03654897566,"18-64yo","B.1"
"143531","Brunei Darussalam","BRN","WPRO","High income",2039,54746.9848060165,"18-64yo","B.1"
"143532","Jordan","JOR","EMRO","Lower middle income",2039,14071.3246447353,"18-64yo","B.1"
"143533","Cyprus","CYP","EURO","High income",2039,3738.46216724799,"18-64yo","B.1"
"143534","Bahamas","BHS","AMRO","High income",2039,1151.61262164187,"18-64yo","B.1"
"143535","Iceland","ISL","EURO","High income",2039,4572.8991264527,"18-64yo","B.1"
"143536","Jamaica","JAM","AMRO","Upper middle income",2039,76557.1276504497,"18-64yo","B.1"
"143537","Suriname","SUR","AMRO","Upper middle income",2039,1216.94938592008,"18-64yo","B.1"
"143538","Mauritius","MUS","AFRO","Upper middle income",2039,2781.6580438662,"18-64yo","B.1"
"143539","Grenada","GRD","AMRO","Upper middle income",2039,4180.89167570036,"18-64yo","B.1"
"143540","Saint Lucia","LCA","AMRO","Upper middle income",2039,4636.79074974259,"18-64yo","B.1"
"143541","Antigua And Barbuda","ATG","AMRO","High income",2039,84.5241475261534,"18-64yo","B.1"
"143542","Afghanistan","AFG","EMRO","Low income",2039,0,"18-64yo","B.1"
"143543","Angola","AGO","AFRO","Lower middle income",2039,0,"18-64yo","B.1"
"143544","Azerbaijan","AZE","EURO","Upper middle income",2039,0,"18-64yo","B.1"
"143545","Benin","BEN","AFRO","Lower middle income",2039,0,"18-64yo","B.1"
"143546","Botswana","BWA","AFRO","Upper middle income",2039,0,"18-64yo","B.1"
"143547","Burkina Faso","BFA","AFRO","Low income",2039,0,"18-64yo","B.1"
"143548","Burundi","BDI","AFRO","Low income",2039,0,"18-64yo","B.1"
"143549","Cameroon","CMR","AFRO","Lower middle income",2039,0,"18-64yo","B.1"
"143550","Cape Verde","CPV","AFRO","Lower middle income",2039,0,"18-64yo","B.1"
"143551","Central African Republic","CAF","AFRO","Low income",2039,0,"18-64yo","B.1"
"143552","Chad","TCD","AFRO","Low income",2039,0,"18-64yo","B.1"
"143553","Comoros","COM","AFRO","Lower middle income",2039,0,"18-64yo","B.1"
"143554","Congo","COG","AFRO","Lower middle income",2039,0,"18-64yo","B.1"
"143555","Côte d'Ivoire","CIV","AFRO","Lower middle income",2039,0,"18-64yo","B.1"
"143556","Democratic Peoples Republic of Korea","PRK","SEARO","Low income",2039,0,"18-64yo","B.1"
"143557","Democratic Republic of the Congo","COD","AFRO","Low income",2039,0,"18-64yo","B.1"
"143558","Djibouti","DJI","EMRO","Lower middle income",2039,0,"18-64yo","B.1"
"143559","Eritrea","ERI","AFRO","Low income",2039,0,"18-64yo","B.1"
"143560","Eswatini","SWZ","AFRO","Lower middle income",2039,0,"18-64yo","B.1"
"143561","Ethiopia","ETH","AFRO","Low income",2039,0,"18-64yo","B.1"
"143562","Fiji","FJI","WPRO","Upper middle income",2039,0,"18-64yo","B.1"
"143563","Gabon","GAB","AFRO","Upper middle income",2039,0,"18-64yo","B.1"
"143564","Gambia","GMB","AFRO","Low income",2039,0,"18-64yo","B.1"
"143565","Ghana","GHA","AFRO","Lower middle income",2039,0,"18-64yo","B.1"
"143566","Guinea","GIN","AFRO","Lower middle income",2039,0,"18-64yo","B.1"
"143567","Guinea-Bissau","GNB","AFRO","Low income",2039,0,"18-64yo","B.1"
"143568","Guyana","GUY","AMRO","High income",2039,0,"18-64yo","B.1"
"143569","Haiti","HTI","AMRO","Lower middle income",2039,0,"18-64yo","B.1"
"143570","Kenya","KEN","AFRO","Lower middle income",2039,0,"18-64yo","B.1"
"143571","Kiribati","KIR","WPRO","Lower middle income",2039,0,"18-64yo","B.1"
"143572","Kyrgyzstan","KGZ","EURO","Lower middle income",2039,0,"18-64yo","B.1"
"143573","Lesotho","LSO","AFRO","Lower middle income",2039,0,"18-64yo","B.1"
"143574","Liberia","LBR","AFRO","Low income",2039,0,"18-64yo","B.1"
"143575","Luxembourg","LUX","EURO","High income",2039,0,"18-64yo","B.1"
"143576","Macedonia, the former Yugoslav Republic of","MKD","EURO","Upper middle income",2039,0,"18-64yo","B.1"
"143577","Madagascar","MDG","AFRO","Low income",2039,0,"18-64yo","B.1"
"143578","Malawi","MWI","AFRO","Low income",2039,0,"18-64yo","B.1"
"143579","Maldives","MDV","SEARO","Upper middle income",2039,0,"18-64yo","B.1"
"143580","Mali","MLI","AFRO","Low income",2039,0,"18-64yo","B.1"
"143581","Mauritania","MRT","AFRO","Lower middle income",2039,0,"18-64yo","B.1"
"143582","Micronesia, Federated States of","FSM","WPRO","Lower middle income",2039,0,"18-64yo","B.1"
"143583","Montenegro","MNE","EURO","Upper middle income",2039,0,"18-64yo","B.1"
"143584","Mozambique","MOZ","AFRO","Low income",2039,0,"18-64yo","B.1"
"143585","Namibia","NAM","AFRO","Upper middle income",2039,0,"18-64yo","B.1"
"143586","Nepal","NPL","SEARO","Lower middle income",2039,0,"18-64yo","B.1"
"143587","Niger","NER","AFRO","Low income",2039,0,"18-64yo","B.1"
"143588","Nigeria","NGA","AFRO","Lower middle income",2039,0,"18-64yo","B.1"
"143589","Papua New Guinea","PNG","SEARO","Lower middle income",2039,0,"18-64yo","B.1"
"143590","Rwanda","RWA","AFRO","Low income",2039,0,"18-64yo","B.1"
"143591","Saint Vincent and the Grenadines","VCT","AMRO","Upper middle income",2039,0,"18-64yo","B.1"
"143592","Samoa","WSM","WPRO","Lower middle income",2039,0,"18-64yo","B.1"
"143593","Sao Tome And Principe","STP","AFRO","Lower middle income",2039,0,"18-64yo","B.1"
"143594","Senegal","SEN","AFRO","Lower middle income",2039,0,"18-64yo","B.1"
"143595","Seychelles","SYC","AFRO","High income",2039,0,"18-64yo","B.1"
"143596","Sierra Leone","SLE","AFRO","Low income",2039,0,"18-64yo","B.1"
"143597","Slovakia","SVK","EURO","High income",2039,0,"18-64yo","B.1"
"143598","Solomon Islands","SLB","WPRO","Lower middle income",2039,0,"18-64yo","B.1"
"143599","Somalia","SOM","EMRO","Low income",2039,0,"18-64yo","B.1"
"143600","South Sudan","SSD","AFRO","Low income",2039,0,"18-64yo","B.1"
"143601","Sri Lanka","LKA","SEARO","Lower middle income",2039,0,"18-64yo","B.1"
"143602","Sudan","SDN","EMRO","Low income",2039,0,"18-64yo","B.1"
"143603","Syrian Arab Republic","SYR","EMRO","Low income",2039,0,"18-64yo","B.1"
"143604","Tajikistan","TJK","EURO","Lower middle income",2039,0,"18-64yo","B.1"
"143605","Tanzania, United Republic of","TZA","AFRO","Lower middle income",2039,0,"18-64yo","B.1"
"143606","Timor-Leste","TLS","SEARO","Lower middle income",2039,0,"18-64yo","B.1"
"143607","Togo","TGO","AFRO","Low income",2039,0,"18-64yo","B.1"
"143608","Tonga","TON","WPRO","Upper middle income",2039,0,"18-64yo","B.1"
"143609","Turkey","TUR","EURO","Upper middle income",2039,0,"18-64yo","B.1"
"143610","Uganda","UGA","AFRO","Low income",2039,0,"18-64yo","B.1"
"143611","Uzbekistan","UZB","EURO","Lower middle income",2039,0,"18-64yo","B.1"
"143612","Vanuatu","VUT","WPRO","Lower middle income",2039,0,"18-64yo","B.1"
"143613","Yemen","YEM","EMRO","Low income",2039,0,"18-64yo","B.1"
"143614","Zambia","ZMB","AFRO","Lower middle income",2039,0,"18-64yo","B.1"
"143615","Zimbabwe","ZWE","AFRO","Lower middle income",2039,0,"18-64yo","B.1"
"143616","Andorra","AND","EURO","High income",2039,0,"18-64yo","B.1"
"143617","Cook Islands","COK","WPRO","High income",2039,0,"18-64yo","B.1"
"143618","Marshall Islands","MHL","WPRO","Upper middle income",2039,0,"18-64yo","B.1"
"143619","Monaco","MCO","EURO","High income",2039,0,"18-64yo","B.1"
"143620","Nauru","NRU","WPRO","High income",2039,0,"18-64yo","B.1"
"143621","Saint Kitts and Nevis","KNA","AMRO","High income",2039,51.6974808275777,"18-64yo","B.1"
"143622","San Marino","SMR","EURO","High income",2039,1764.05185450969,"18-64yo","B.1"
"143623","Palau","PLW","WPRO","High income",2039,1004.18948819462,"18-64yo","B.1"
"143624","Barbados","BRB","AMRO","High income",2039,295.55391302174,"18-64yo","B.1"
"143625","Belgium","BEL","EURO","High income",2039,14990.6524198646,"18-64yo","B.1"
"143626","Trinidad and Tobago","TTO","AMRO","High income",2039,5690.9347711344,"18-64yo","B.1"
"143627","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2039,62085.6134893619,"18-64yo","B.1"
"143628","Malta","MLT","EURO","High income",2039,58595.714303364,"18-64yo","B.1"
"143629","Latvia","LVA","EURO","High income",2039,1878.04116569177,"18-64yo","B.1"
"143630","Dominica","DMA","AMRO","Upper middle income",2039,0,"18-64yo","B.1"
"143631","Estonia","EST","EURO","High income",2039,4860.60217658969,"18-64yo","B.1"
"143632","Armenia","ARM","EURO","Upper middle income",2039,150959.071914599,"18-64yo","B.1"
"143633","Czech Republic","CZE","EURO","High income",2039,18907.1245632862,"18-64yo","B.1"
"143634","Cuba","CUB","AMRO","Upper middle income",2039,331204.510604326,"18-64yo","B.1"
"143635","Slovenia","SVN","EURO","High income",2039,10100.6472369619,"18-64yo","B.1"
"143636","Georgia","GEO","EURO","Upper middle income",2039,220882.877736795,"18-64yo","B.1"
"143637","Finland","FIN","EURO","High income",2039,75464.7827105007,"18-64yo","B.1"
"143638","Thailand","THA","SEARO","Upper middle income",2039,128883.770033682,"18-64yo","B.1"
"143639","Albania","ALB","EURO","Upper middle income",2039,269536.463194402,"18-64yo","B.1"
"143640","Austria","AUT","EURO","High income",2039,35771.5264391056,"18-64yo","B.1"
"143641","Serbia","SRB","EURO","Upper middle income",2039,298408.58476235,"18-64yo","B.1"
"143642","Bulgaria","BGR","EURO","Upper middle income",2039,313199.412487866,"18-64yo","B.1"
"143643","Lithuania","LTU","EURO","High income",2039,8615.7448454955,"18-64yo","B.1"
"143644","Netherlands","NLD","EURO","High income",2039,116533.530853611,"18-64yo","B.1"
"143645","Croatia","HRV","EURO","High income",2039,436165.967962647,"18-64yo","B.1"
"143646","Portugal","PRT","EURO","High income",2039,1887050.14712729,"18-64yo","B.1"
"143647","Lebanon","LBN","EMRO","Lower middle income",2039,366574.384894372,"18-64yo","B.1"
"143648","Greece","GRC","EURO","High income",2039,91172.0165306618,"18-64yo","B.1"
"143649","Chile","CHL","AMRO","High income",2039,4764923.39452634,"18-64yo","B.1"
"143650","France","FRA","EURO","High income",2039,10352451.8261178,"18-64yo","B.1"
"143651","Spain","ESP","EURO","High income",2039,5113596.09765481,"18-64yo","B.1"
"143652","Ukraine","UKR","EURO","Lower middle income",2039,7707.35404601193,"18-64yo","B.1"
"143653","Belarus","BLR","EURO","Upper middle income",2039,2995440.38654809,"18-64yo","B.1"
"143654","Korea, Republic of","KOR","WPRO","High income",2039,111644.32267734,"18-64yo","B.1"
"143655","Italy","ITA","EURO","High income",2039,469631.407262062,"18-64yo","B.1"
"143656","Cambodia","KHM","WPRO","Lower middle income",2039,0,"18-64yo","B.1"
"143657","China","CHN","WPRO","Upper middle income",2039,1626014.89302104,"18-64yo","B.1"
"143658","Germany","DEU","EURO","High income",2039,902282.813237277,"18-64yo","B.1"
"143659","Bangladesh","BGD","SEARO","Lower middle income",2039,123517.131378429,"18-64yo","B.1"
"143660","Equatorial Guinea","GNQ","AFRO","Upper middle income",2039,189567.455463044,"18-64yo","B.1"
"143661","Kuwait","KWT","EMRO","High income",2039,10899.3129103644,"18-64yo","B.1"
"143662","Japan","JPN","WPRO","High income",2039,795841.075343121,"18-64yo","B.1"
"143663","South Africa","ZAF","AFRO","Upper middle income",2039,71647.2950690137,"18-64yo","B.1"
"143664","Indonesia","IDN","SEARO","Upper middle income",2039,233669.707363856,"18-64yo","B.1"
"143665","Morocco","MAR","EMRO","Lower middle income",2039,0,"18-64yo","B.1"
"143666","Singapore","SGP","WPRO","High income",2039,10031.5561340007,"18-64yo","B.1"
"143667","Russian Federation","RUS","EURO","Upper middle income",2039,73600663.8821692,"18-64yo","B.1"
"143668","Pakistan","PAK","EMRO","Lower middle income",2039,0,"18-64yo","B.1"
"143669","Algeria","DZA","AFRO","Lower middle income",2039,1614748.77256143,"18-64yo","B.1"
"143670","Viet Nam","VNM","WPRO","Lower middle income",2039,1353644.47000861,"18-64yo","B.1"
"143671","Venezuela","VEN","AMRO","Upper middle income",2039,163734.509489594,"18-64yo","B.1"
"143672","India","IND","SEARO","Lower middle income",2039,3546435.07529757,"18-64yo","B.1"
"143673","Tuvalu","TUV","WPRO","Upper middle income",2039,0,"18-64yo","B.1"
"143674","Brazil","BRA","AMRO","Upper middle income",2040,4100496.2558537,"18-64yo","B.1"
"143675","Saudi Arabia","SAU","EMRO","High income",2040,1239461.40765151,"18-64yo","B.1"
"143676","Mexico","MEX","AMRO","Upper middle income",2040,1483778.25155796,"18-64yo","B.1"
"143677","United States of America","USA","AMRO","High income",2040,5640993.21595956,"18-64yo","B.1"
"143678","Peru","PER","AMRO","Upper middle income",2040,467706.201176542,"18-64yo","B.1"
"143679","Ecuador","ECU","AMRO","Upper middle income",2040,240726.138267553,"18-64yo","B.1"
"143680","Australia","AUS","WPRO","High income",2040,6811495.76478426,"18-64yo","B.1"
"143681","Iraq","IRQ","EMRO","Upper middle income",2040,354960.955605499,"18-64yo","B.1"
"143682","Bolivia","BOL","AMRO","Lower middle income",2040,2608612.9004266,"18-64yo","B.1"
"143683","Poland","POL","EURO","High income",2040,1628383.1027345,"18-64yo","B.1"
"143684","Argentina","ARG","AMRO","Upper middle income",2040,305719.47770072,"18-64yo","B.1"
"143685","Canada","CAN","AMRO","High income",2040,7239894.88087779,"18-64yo","B.1"
"143686","Honduras","HND","AMRO","Lower middle income",2040,1103926.38190198,"18-64yo","B.1"
"143687","Philippines","PHL","WPRO","Lower middle income",2040,1296214.49538937,"18-64yo","B.1"
"143688","Guatemala","GTM","AMRO","Upper middle income",2040,118131.931214949,"18-64yo","B.1"
"143689","Paraguay","PRY","AMRO","Upper middle income",2040,130582.654465566,"18-64yo","B.1"
"143690","United Kingdom","GBR","EURO","High income",2040,478285.432279003,"18-64yo","B.1"
"143691","Romania","ROU","EURO","High income",2040,1215444.65476713,"18-64yo","B.1"
"143692","Colombia","COL","AMRO","Upper middle income",2040,310879.963865069,"18-64yo","B.1"
"143693","Panama","PAN","AMRO","High income",2040,1460842.34129147,"18-64yo","B.1"
"143694","Moldova, Republic of","MDA","EURO","Upper middle income",2040,239018.483770281,"18-64yo","B.1"
"143695","Nicaragua","NIC","AMRO","Lower middle income",2040,516415.688673192,"18-64yo","B.1"
"143696","Libya","LBY","EMRO","Upper middle income",2040,1050399.93927292,"18-64yo","B.1"
"143697","El Salvador","SLV","AMRO","Upper middle income",2040,111552.686118694,"18-64yo","B.1"
"143698","Norway","NOR","EURO","High income",2040,81177.9299345212,"18-64yo","B.1"
"143699","Sweden","SWE","EURO","High income",2040,974923.497010187,"18-64yo","B.1"
"143700","Kazakhstan","KAZ","EURO","Upper middle income",2040,3198777.0150521,"18-64yo","B.1"
"143701","Costa Rica","CRI","AMRO","Upper middle income",2040,63429.2234191334,"18-64yo","B.1"
"143702","Egypt","EGY","EMRO","Lower middle income",2040,76630.7865206289,"18-64yo","B.1"
"143703","Ireland","IRL","EURO","High income",2040,58001.0968249003,"18-64yo","B.1"
"143704","Denmark","DNK","EURO","High income",2040,1431121.63942372,"18-64yo","B.1"
"143705","New Zealand","NZL","WPRO","High income",2040,1231727.96713383,"18-64yo","B.1"
"143706","Mongolia","MNG","WPRO","Lower middle income",2040,709362.085814198,"18-64yo","B.1"
"143707","Dominican Republic","DOM","AMRO","Upper middle income",2040,41903.9113619193,"18-64yo","B.1"
"143708","Qatar","QAT","EMRO","High income",2040,883483.465578065,"18-64yo","B.1"
"143709","United Arab Emirates","ARE","EMRO","High income",2040,725205.712971569,"18-64yo","B.1"
"143710","Iran, Islamic Republic of","IRN","EMRO","Lower middle income",2040,2397020.21415809,"18-64yo","B.1"
"143711","Malaysia","MYS","WPRO","Upper middle income",2040,62130.0801136584,"18-64yo","B.1"
"143712","Tunisia","TUN","EMRO","Lower middle income",2040,583398.774371055,"18-64yo","B.1"
"143713","Oman","OMN","EMRO","High income",2040,24970.6460455756,"18-64yo","B.1"
"143714","Israel","ISR","EURO","High income",2040,372267.892430426,"18-64yo","B.1"
"143715","Uruguay","URY","AMRO","High income",2040,527025.469107629,"18-64yo","B.1"
"143716","Turkmenistan","TKM","EURO","Upper middle income",2040,388363.872892241,"18-64yo","B.1"
"143717","Bhutan","BTN","SEARO","Lower middle income",2040,2555.06204617031,"18-64yo","B.1"
"143718","Myanmar","MMR","SEARO","Lower middle income",2040,1322160.70315425,"18-64yo","B.1"
"143719","Hungary","HUN","EURO","High income",2040,9418.98895434513,"18-64yo","B.1"
"143720","Belize","BLZ","AMRO","Upper middle income",2040,2542.26435367322,"18-64yo","B.1"
"143721","Switzerland","CHE","EURO","High income",2040,402453.389074065,"18-64yo","B.1"
"143722","Lao People's Democratic Republic","LAO","WPRO","Lower middle income",2040,4407.77739980794,"18-64yo","B.1"
"143723","Bahrain","BHR","EMRO","High income",2040,103033.164187761,"18-64yo","B.1"
"143724","Brunei Darussalam","BRN","WPRO","High income",2040,3176.73358651032,"18-64yo","B.1"
"143725","Jordan","JOR","EMRO","Lower middle income",2040,340842.421232475,"18-64yo","B.1"
"143726","Cyprus","CYP","EURO","High income",2040,103607.330896704,"18-64yo","B.1"
"143727","Bahamas","BHS","AMRO","High income",2040,20658.0310246644,"18-64yo","B.1"
"143728","Iceland","ISL","EURO","High income",2040,81287.3626725656,"18-64yo","B.1"
"143729","Jamaica","JAM","AMRO","Upper middle income",2040,3822.4634074369,"18-64yo","B.1"
"143730","Suriname","SUR","AMRO","Upper middle income",2040,21197.82120071,"18-64yo","B.1"
"143731","Mauritius","MUS","AFRO","Upper middle income",2040,79582.5093982019,"18-64yo","B.1"
"143732","Grenada","GRD","AMRO","Upper middle income",2040,225.977619639273,"18-64yo","B.1"
"143733","Saint Lucia","LCA","AMRO","Upper middle income",2040,243.084480521837,"18-64yo","B.1"
"143734","Antigua And Barbuda","ATG","AMRO","High income",2040,1954.78841366392,"18-64yo","B.1"
"143735","Afghanistan","AFG","EMRO","Low income",2040,0,"18-64yo","B.1"
"143736","Angola","AGO","AFRO","Lower middle income",2040,0,"18-64yo","B.1"
"143737","Azerbaijan","AZE","EURO","Upper middle income",2040,0,"18-64yo","B.1"
"143738","Benin","BEN","AFRO","Lower middle income",2040,0,"18-64yo","B.1"
"143739","Botswana","BWA","AFRO","Upper middle income",2040,0,"18-64yo","B.1"
"143740","Burkina Faso","BFA","AFRO","Low income",2040,0,"18-64yo","B.1"
"143741","Burundi","BDI","AFRO","Low income",2040,0,"18-64yo","B.1"
"143742","Cameroon","CMR","AFRO","Lower middle income",2040,0,"18-64yo","B.1"
"143743","Cape Verde","CPV","AFRO","Lower middle income",2040,0,"18-64yo","B.1"
"143744","Central African Republic","CAF","AFRO","Low income",2040,0,"18-64yo","B.1"
"143745","Chad","TCD","AFRO","Low income",2040,0,"18-64yo","B.1"
"143746","Comoros","COM","AFRO","Lower middle income",2040,0,"18-64yo","B.1"
"143747","Congo","COG","AFRO","Lower middle income",2040,0,"18-64yo","B.1"
"143748","Côte d'Ivoire","CIV","AFRO","Lower middle income",2040,0,"18-64yo","B.1"
"143749","Democratic Peoples Republic of Korea","PRK","SEARO","Low income",2040,0,"18-64yo","B.1"
"143750","Democratic Republic of the Congo","COD","AFRO","Low income",2040,0,"18-64yo","B.1"
"143751","Djibouti","DJI","EMRO","Lower middle income",2040,0,"18-64yo","B.1"
"143752","Eritrea","ERI","AFRO","Low income",2040,0,"18-64yo","B.1"
"143753","Eswatini","SWZ","AFRO","Lower middle income",2040,0,"18-64yo","B.1"
"143754","Ethiopia","ETH","AFRO","Low income",2040,0,"18-64yo","B.1"
"143755","Fiji","FJI","WPRO","Upper middle income",2040,0,"18-64yo","B.1"
"143756","Gabon","GAB","AFRO","Upper middle income",2040,0,"18-64yo","B.1"
"143757","Gambia","GMB","AFRO","Low income",2040,0,"18-64yo","B.1"
"143758","Ghana","GHA","AFRO","Lower middle income",2040,0,"18-64yo","B.1"
"143759","Guinea","GIN","AFRO","Lower middle income",2040,0,"18-64yo","B.1"
"143760","Guinea-Bissau","GNB","AFRO","Low income",2040,0,"18-64yo","B.1"
"143761","Guyana","GUY","AMRO","High income",2040,0,"18-64yo","B.1"
"143762","Haiti","HTI","AMRO","Lower middle income",2040,0,"18-64yo","B.1"
"143763","Kenya","KEN","AFRO","Lower middle income",2040,0,"18-64yo","B.1"
"143764","Kiribati","KIR","WPRO","Lower middle income",2040,0,"18-64yo","B.1"
"143765","Kyrgyzstan","KGZ","EURO","Lower middle income",2040,0,"18-64yo","B.1"
"143766","Lesotho","LSO","AFRO","Lower middle income",2040,0,"18-64yo","B.1"
"143767","Liberia","LBR","AFRO","Low income",2040,0,"18-64yo","B.1"
"143768","Luxembourg","LUX","EURO","High income",2040,0,"18-64yo","B.1"
"143769","Macedonia, the former Yugoslav Republic of","MKD","EURO","Upper middle income",2040,0,"18-64yo","B.1"
"143770","Madagascar","MDG","AFRO","Low income",2040,0,"18-64yo","B.1"
"143771","Malawi","MWI","AFRO","Low income",2040,0,"18-64yo","B.1"
"143772","Maldives","MDV","SEARO","Upper middle income",2040,0,"18-64yo","B.1"
"143773","Mali","MLI","AFRO","Low income",2040,0,"18-64yo","B.1"
"143774","Mauritania","MRT","AFRO","Lower middle income",2040,0,"18-64yo","B.1"
"143775","Micronesia, Federated States of","FSM","WPRO","Lower middle income",2040,0,"18-64yo","B.1"
"143776","Montenegro","MNE","EURO","Upper middle income",2040,0,"18-64yo","B.1"
"143777","Mozambique","MOZ","AFRO","Low income",2040,0,"18-64yo","B.1"
"143778","Namibia","NAM","AFRO","Upper middle income",2040,0,"18-64yo","B.1"
"143779","Nepal","NPL","SEARO","Lower middle income",2040,0,"18-64yo","B.1"
"143780","Niger","NER","AFRO","Low income",2040,0,"18-64yo","B.1"
"143781","Nigeria","NGA","AFRO","Lower middle income",2040,0,"18-64yo","B.1"
"143782","Papua New Guinea","PNG","SEARO","Lower middle income",2040,0,"18-64yo","B.1"
"143783","Rwanda","RWA","AFRO","Low income",2040,0,"18-64yo","B.1"
"143784","Saint Vincent and the Grenadines","VCT","AMRO","Upper middle income",2040,0,"18-64yo","B.1"
"143785","Samoa","WSM","WPRO","Lower middle income",2040,0,"18-64yo","B.1"
"143786","Sao Tome And Principe","STP","AFRO","Lower middle income",2040,0,"18-64yo","B.1"
"143787","Senegal","SEN","AFRO","Lower middle income",2040,0,"18-64yo","B.1"
"143788","Seychelles","SYC","AFRO","High income",2040,0,"18-64yo","B.1"
"143789","Sierra Leone","SLE","AFRO","Low income",2040,0,"18-64yo","B.1"
"143790","Slovakia","SVK","EURO","High income",2040,0,"18-64yo","B.1"
"143791","Solomon Islands","SLB","WPRO","Lower middle income",2040,0,"18-64yo","B.1"
"143792","Somalia","SOM","EMRO","Low income",2040,0,"18-64yo","B.1"
"143793","South Sudan","SSD","AFRO","Low income",2040,0,"18-64yo","B.1"
"143794","Sri Lanka","LKA","SEARO","Lower middle income",2040,0,"18-64yo","B.1"
"143795","Sudan","SDN","EMRO","Low income",2040,0,"18-64yo","B.1"
"143796","Syrian Arab Republic","SYR","EMRO","Low income",2040,0,"18-64yo","B.1"
"143797","Tajikistan","TJK","EURO","Lower middle income",2040,0,"18-64yo","B.1"
"143798","Tanzania, United Republic of","TZA","AFRO","Lower middle income",2040,0,"18-64yo","B.1"
"143799","Timor-Leste","TLS","SEARO","Lower middle income",2040,0,"18-64yo","B.1"
"143800","Togo","TGO","AFRO","Low income",2040,0,"18-64yo","B.1"
"143801","Tonga","TON","WPRO","Upper middle income",2040,0,"18-64yo","B.1"
"143802","Turkey","TUR","EURO","Upper middle income",2040,0,"18-64yo","B.1"
"143803","Uganda","UGA","AFRO","Low income",2040,0,"18-64yo","B.1"
"143804","Uzbekistan","UZB","EURO","Lower middle income",2040,0,"18-64yo","B.1"
"143805","Vanuatu","VUT","WPRO","Lower middle income",2040,0,"18-64yo","B.1"
"143806","Yemen","YEM","EMRO","Low income",2040,0,"18-64yo","B.1"
"143807","Zambia","ZMB","AFRO","Lower middle income",2040,0,"18-64yo","B.1"
"143808","Zimbabwe","ZWE","AFRO","Lower middle income",2040,0,"18-64yo","B.1"
"143809","Andorra","AND","EURO","High income",2040,0,"18-64yo","B.1"
"143810","Cook Islands","COK","WPRO","High income",2040,0,"18-64yo","B.1"
"143811","Marshall Islands","MHL","WPRO","Upper middle income",2040,0,"18-64yo","B.1"
"143812","Monaco","MCO","EURO","High income",2040,0,"18-64yo","B.1"
"143813","Nauru","NRU","WPRO","High income",2040,0,"18-64yo","B.1"
"143814","Saint Kitts and Nevis","KNA","AMRO","High income",2040,1271.7614199881,"18-64yo","B.1"
"143815","San Marino","SMR","EURO","High income",2040,81.3814841299676,"18-64yo","B.1"
"143816","Palau","PLW","WPRO","High income",2040,58.5999225191822,"18-64yo","B.1"
"143817","Barbados","BRB","AMRO","High income",2040,6530.7142631728,"18-64yo","B.1"
"143818","Belgium","BEL","EURO","High income",2040,283586.556595203,"18-64yo","B.1"
"143819","Trinidad and Tobago","TTO","AMRO","High income",2040,110302.063844751,"18-64yo","B.1"
"143820","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2040,2259.26734512671,"18-64yo","B.1"
"143821","Malta","MLT","EURO","High income",2040,2343.8129407449,"18-64yo","B.1"
"143822","Latvia","LVA","EURO","High income",2040,41172.4037824977,"18-64yo","B.1"
"143823","Dominica","DMA","AMRO","Upper middle income",2040,0,"18-64yo","B.1"
"143824","Estonia","EST","EURO","High income",2040,104856.417593615,"18-64yo","B.1"
"143825","Armenia","ARM","EURO","Upper middle income",2040,8313.20059278439,"18-64yo","B.1"
"143826","Czech Republic","CZE","EURO","High income",2040,520605.504886192,"18-64yo","B.1"
"143827","Cuba","CUB","AMRO","Upper middle income",2040,16978.3681364523,"18-64yo","B.1"
"143828","Slovenia","SVN","EURO","High income",2040,200458.766173016,"18-64yo","B.1"
"143829","Georgia","GEO","EURO","Upper middle income",2040,13019.3225456132,"18-64yo","B.1"
"143830","Finland","FIN","EURO","High income",2040,1515478.59628172,"18-64yo","B.1"
"143831","Thailand","THA","SEARO","Upper middle income",2040,3743981.99082947,"18-64yo","B.1"
"143832","Albania","ALB","EURO","Upper middle income",2040,12860.916792,"18-64yo","B.1"
"143833","Austria","AUT","EURO","High income",2040,715865.881971685,"18-64yo","B.1"
